Номер;Описание изменения;Текущий статус изменения;Бизнес-решение;Дата регистрации ЗНИ;Плановая дата выхода из текущего статуса;Дата реализации на старте;Дата реализации с текущим статусом;Просрочка, дней
5500028274;«Главная книга»;Закрыт;SAPFIR;31.03.2021;-;;;-
5500028275;Портал Закупок. Реализация объединения о;Отклонен;PORTAL_ZAK;31.03.2021;-;;;-
5500028276;Создание ролей P2P в рамках новых ГЗ;Отклонен;OFERTA;31.03.2021;-;;;-
5500028277;Автоматизация контроля сверки Матбаланса;В работе;SBYT;31.03.2021;15.02.2022;18.08.2021;05.07.2022;321
5500028278;Оптимизация подсистем и объектов;В разработке ЧТЗ;KSU_NSI;31.03.2021;28.01.2022;07.12.2021;06.10.2022;303
5500028279;Доработка раздела «Управление доступом»;В разработке ЧТЗ;KSU_NSI;31.03.2021;28.01.2022;07.12.2021;06.10.2022;303
5500028280;Совершенствование системы учета параметр;Закрыт;OFERTA;31.03.2021;-;;;-
5500028281;Разработка страниц-отчетов по ценности и;В разработке ЧТЗ;SUPNASHELF;30.03.2021;09.09.2021;23.09.2021;05.03.2022;163
5500028282;Сайт HR-Demo;Закрыт;HRDEMO;30.03.2021;-;;;-
5500028283;Документ «Совмещение должностей» в ЗУП 3;Отклонен;ZUP;30.03.2021;-;;;-
5500028285;Добавить ограничения для параметров ИС «;В разработке ЧТЗ;SHAHMATKA;30.03.2021;30.05.2022;15.01.2022;17.03.2023;426
5500028286;Формирование реестра по экспорту по ТЭУ;В разработке ЧТЗ;SAPFIR;30.03.2021;20.01.2022;13.09.2021;06.07.2022;296
5500028287;"Новый реквизит ""Отражать в п. 5.1 ТД/ДС""";Отклонен;KSU_NSI;31.03.2021;-;;;-
5500028288;Корректировка  расчета НМЦ в ZINMM509, Z;Отклонен;OFERTA;31.03.2021;-;;;-
5500028290;Корректировка  дефицитной ведомости в ZI;Отклонен;OFERTA;31.03.2021;-;;;-
5500028291;СПО Добавление элементов в измерение Acc;Закрыт;SPO;31.03.2021;-;;;-
5500028292;Дополнительные аналитики в выгрузке Свод;Закрыт;OFERTA;01.04.2021;-;;;-
5500028293;СЭД Tessa/Lotus:;Отклонен;NEW_SED;01.04.2021;-;;;-
5500028294;WellConnect;В работе;SMB;01.04.2021;16.08.2021;09.11.2021;26.03.2022;137
5500028295;Интеграция СЭД Tessa с НСИ Аэро в чати с;Закрыт;KSU_NSI;01.04.2021;-;;;-
5500028296;Изменения в части формирования деклараци;Отклонен;UPP_MB;01.04.2021;-;;;-
5500028297;Изменения в части формирования деклараци;Отклонен;UPP_MB;01.04.2021;-;;;-
5500028298;Изменения в части формирования деклараци;Отклонен;UPP_MB;01.04.2021;-;;;-
5500028299;Изменения в части формирования деклараци;В разработке ЧТЗ;UPP_ITSK;01.04.2021;31.12.2021;12.09.2021;13.06.2022;274
5500028300;Изменения в части формирования деклараци;Отклонен;UPP_MB;01.04.2021;-;;;-
5500028301;Изменения в части формирования деклараци;Отклонен;UPP_MB;01.04.2021;-;;;-
5500028302;"Подготовка документации по разделу ""Витр";В согласовании.Владелец шаблона;PORT_ITSK;01.04.2021;05.04.2021;27.08.2021;29.08.2021;2
5500028303;Доработка тр. ZINMM017;В работе;OFERTA;01.04.2021;02.11.2021;02.09.2021;05.04.2022;215
5500028304;Реализация шаблона загрузки по малостоящ;Закрыт;OFERTA;01.04.2021;-;;;-
5500028305;Доработка интеграции с КСУ НСИ на переда;Согласование оценки Арх ИТ-реш;KSHD;01.04.2021;02.12.2021;26.11.2021;27.07.2022;243
5500028306;Верификация реестра нарушений;Закрыт;SMA_BRD;01.04.2021;-;;;-
5500028307;Доработка функционала восстановления пар;В разработке ЧТЗ;OFERTA;01.04.2021;31.12.2021;14.09.2021;15.06.2022;274
5500028309;Разработка интеграции данных системы СМО;В разработке ЧТЗ;EKR_CUE;01.04.2021;31.01.2022;23.09.2021;25.07.2022;305
5500028310;"Добавление в 1С УПП печатной формы ""Типо";Оценка объема работ;UPP_NS;01.04.2021;12.01.2022;05.08.2021;13.05.2022;281
5500028311;SAP-ДО 2.1: досвязывание ШК;В ожидании акта от подрядчика;SAPFIR;01.04.2021;26.01.2022;22.08.2021;26.01.2022;157
5500028312;Доработки СФК (доработка процесса: измен;Закрыт;SYS_FK;02.04.2021;-;;;-
5500028313;"Подключение ООО ""Меретояханефтегаз"" к СУ";Отклонен;SUID;02.04.2021;-;;;-
5500028314;Прототипирование интерфейса сайта УИДО;Закрыт;SAIT_UIDO;02.04.2021;-;;;-
5500028315;638 ERP-ДО. Оптимизация процедуры получе;В ожидании акта от подрядчика;ERP_KFSCH;02.04.2021;09.08.2021;06.07.2021;09.08.2021;33
5500028316;Измерение эффективности использования ли;Закрыт;KSUIT;02.04.2021;-;;;-
5500028318;Автоматическое формирование М-11 (SAP PO;Оценка объема работ;OFERTA;02.04.2021;28.05.2021;15.09.2021;05.11.2021;51
5500028319;Интеграция FriendWork Recruiter и SAP BW;В разработке ЧТЗ;KHD_HR;02.04.2021;31.12.2021;02.10.2021;02.07.2022;273
5500028320;Автоматизация назначения владельцев новы;В работе;SKIB;02.04.2021;30.06.2022;16.08.2021;13.11.2022;454
5500028321;Реестр на выпуск и перевыпуск карт ГПБ (;Закрыт;SAP_HR;01.04.2021;-;;;-
5500028322;Автоматизировать процесс обновления прив;В разработке ЧТЗ;SHAHMATKA;01.04.2021;30.05.2022;17.01.2022;17.03.2023;424
5500028323;Создать Z*- транакцию на стандартную про;Закрыт;SAPFIR;05.04.2021;-;;;-
5500028324;Тираж  АС ПКО ДО БЛПС (категория PIR, ка;Закрыт;PKO;05.04.2021;-;;;-
5500028325;Планирование объемов СОиСИЗ в системе Ин;В разработке ЧТЗ;OFERTA;05.04.2021;06.04.2022;18.09.2021;19.09.2022;366
5500028326;Индикатор ОЗМ (основной записи материала;В работе;OFERTA;05.04.2021;31.03.2022;06.09.2021;01.09.2022;360
5500028327;ИндДобавление обезличенных материалов, н;В работе;OFERTA;05.04.2021;11.11.2021;06.09.2021;14.04.2022;220
5500028328;Доработка «ЕСОН-АРМ»  ЦБ в части распред;В ожидании акта от подрядчика;ESON;06.04.2021;02.11.2021;12.11.2021;02.11.2021;-
5500028329;прошу создать роли по БЕ 3000 и 2020 для;Отклонен;OFERTA;06.04.2021;-;;;-
5500028330;Доработка УС нормы времени (част. зан);В разработке ЧТЗ;SAP_HR;06.04.2021;31.12.2021;02.10.2021;28.06.2022;269
5500028331;Дашборд НД. Страница «Сальдо переплат по;В ожидании акта от подрядчика;KHD_BEF;02.04.2021;30.03.2022;08.09.2021;30.03.2022;202
5500028332;Дашборд НД. Страница «Налоговые убытки»;Закрыт;KHD_BEF;02.04.2021;-;;;-
5500028333;Дашборд НД. Страница «КГН»;В разработке ЧТЗ;KHD_BEF;02.04.2021;21.01.2022;02.10.2021;23.07.2022;294
5500028334;Загрузка данных в SAP HR;Закрыт;SAP_HR;02.04.2021;-;;;-
5500028335;Изменение справочников раздела «Управлен;В работе;KSU_NSI;02.04.2021;18.02.2022;27.11.2021;15.10.2022;322
5500028336;Добавить ТЭП «Скидка от продаж нефтепрод;Закрыт;SPO;02.04.2021;-;;;-
5500028337;Уведомления о возможности использования;Закрыт;KSUIT;02.04.2021;-;;;-
5500028338;Реализация отчета Databook «Разработка м;Согласование Менеджером проц-а;OIS_USOI;02.04.2021;28.12.2021;26.10.2021;21.07.2022;268
5500028339;Дашборд НД. Страница «Сальдо переплат по;В ожидании акта от подрядчика;NS_KGN;02.04.2021;23.03.2022;23.09.2021;23.03.2022;181
5500028340;Дашборд НД. Страница «Налоговые убытки»;Отклонен;NS_KGN;02.04.2021;-;;;-
5500028341;Дашборд НД. Страница «КГН»;В разработке ЧТЗ;NS_KGN;02.04.2021;21.01.2022;17.10.2021;07.08.2022;294
5500028343;СБНП-СПО Мелкооптовые цены;Отклонен;KSHD;05.04.2021;-;;;-
5500028344;СБНП-СПО Мелкооптовые цены;Отклонен;SBNP;05.04.2021;-;;;-
5500028345;Изменение организационно-правовой формы;Отклонен;OFERTA;05.04.2021;-;;;-
5500028346;Роль для робота ЮЗЭДО;Закрыт;ASKHD;05.04.2021;-;;;-
5500028347;Обеспечение передачи данных между систем;Отклонен;ESON;05.04.2021;-;;;-
5500028348;Обеспечение передачи данных между систем;Отклонен;ESON;05.04.2021;-;;;-
5500028349;Контроль ЛВО в ZINDAC501;Отклонен;SAPFIR;05.04.2021;-;;;-
5500028350;Доработка правил обмена ЗУП-ERP для выгр;В работе;ZUP;05.04.2021;04.02.2022;26.10.2021;27.08.2022;305
5500028351;Загрузка транзакционных данных налоговог;Приемка Сервис Менеджером;KSHD;05.04.2021;31.12.2021;19.11.2021;12.08.2022;266
5500028352;Добавление дополнительного поля «ППЗ ГОД;Отклонен;OFERTA;05.04.2021;-;;;-
5500028353;Корпоративный интранет-портал;В работе;POGPNSHELF;06.04.2021;01.03.2022;14.09.2021;09.08.2022;329
5500028354;Интеграция ИС Церера с корпоративным х;Закрыт;CERERA;06.04.2021;-;;;-
5500028355;Запись в журнал SLG1 при удалении ЭД;В работе;SAPFIR;06.04.2021;30.10.2021;08.09.2021;03.04.2022;207
5500028356;ФТ к реализации ЮЗЭДО в ЕРП-ДО 3 очередь;В работе;ERP_KFSCH;06.04.2021;30.01.2022;22.07.2021;17.05.2022;299
5500028357;ФТ к реализации ЮЗЭДО в ЕРП-ДО 3 очередь;В работе;ERP_KFSCH;06.04.2021;30.01.2022;22.07.2021;17.05.2022;299
5500028358;ФТ к реализации ЮЗЭДО в ЕРП-ДО 3 очередь;Проверка Координатором;ERP_KFSCH;06.04.2021;08.04.2021;09.08.2021;09.08.2021;-
5500028359;Интерфейс самостоятельной подачи докумен;Отклонен;PORTAL_BB;06.04.2021;-;;;-
5500028361;Интерфейс самостоятельной подачи докумен;В работе;SHINA_BB;06.04.2021;28.02.2022;10.01.2022;04.12.2022;328
5500028362;Создание обезличенного идентификатора фи;Отклонен;SAP_HR;06.04.2021;-;;;-
5500028363;Автоматическая выгрузка в личном кабинет;Закрыт;WEB_TUTOR;06.04.2021;-;;;-
5500028364;Кросс-функциональный турнир «Лига профес;Закрыт;WEB_TUTOR;06.04.2021;-;;;-
5500028365;1201 Изменение Приказа об освобождении о;Закрыт;SAP_HR;06.04.2021;-;;;-
5500028366;Добавить Наименование SAP в заявку;В работе;KSU_NSI;06.04.2021;25.03.2022;01.12.2021;19.11.2022;353
5500028367;Разработка новых форматов СВНК отчетност;Закрыт;SK_FO;06.04.2021;-;;;-
5500028368;Оценка времени до конца мес. в период БЗ;Отклонен;SAP_HR;06.04.2021;-;;;-
5500028369;Маршрутизация согласований по выбранным;В работе;KSUIT;06.04.2021;20.02.2022;22.08.2021;08.07.2022;320
5500028370;При отсутствии достпа реализовать информ;В разработке ЧТЗ;SHAHMATKA;06.04.2021;30.05.2022;22.01.2022;17.03.2023;419
